trial primary/dMass cbp/dOrbPeriod cbp/dMass cbp/dEnvelopeMass 
rand_1393 0.768371 -25.328432 -1.304782 -0.019371 
rand_1394 0.997593 -12.671746 -3.054489 -0.197316 
rand_1395 0.800000 -49.662303 -5.030545 -0.742929 
rand_1396 1.344348 -18.260126 -2.558636 -0.119098 
rand_1397 1.000000 -53.810326 -5.179983 -0.794185 
rand_1398 0.753980 -40.760388 -2.890405 -0.166961 
rand_1399 0.820000 -51.747844 -7.671282 -2.324030 
rand_1400 0.940000 -47.903488 -5.402725 -0.898260 
rand_1401 0.950000 -42.528342 -1.697854 -0.038880 
rand_1402 0.499374 -13.810129 -1.203830 -0.015557 
rand_1403 0.868051 -10.000240 -1.470445 -0.027300 
rand_1404 1.120000 -22.126817 -9.842675 -4.560709 
rand_1405 1.000000 -50.768383 -3.094746 -0.201114 
rand_1406 0.890000 -43.654772 -5.324597 -0.863386 
rand_1407 0.648787 -38.398621 -2.135225 -0.073119 
rand_1408 1.245080 -17.516932 -2.795276 -0.150428 
rand_1409 0.963808 -43.365645 -1.203948 -0.015803 
rand_1410 0.910000 -32.889969 -4.979220 -0.732365 
rand_1411 0.750000 -28.036020 -2.939779 -0.173529 
rand_1412 0.639211 -45.683777 -3.397187 -0.254027 
rand_1413 0.617697 -21.641710 -1.937694 -0.055661 
rand_1414 0.850000 -44.361797 -4.385211 -0.517617 
rand_1415 0.940000 -46.324490 -3.931473 -0.374203 
rand_1416 0.514663 -18.484875 -2.281153 -0.087334 
rand_1417 1.055528 -23.351222 -0.668510 -0.003213 
rand_1418 0.748358 -38.047043 -2.105219 -0.070264 
rand_1419 0.940000 -59.983556 -3.468021 -0.271464 
rand_1420 0.699760 -40.293506 -2.940944 -0.176328 
rand_1421 1.032650 -11.051938 -2.386537 -0.098786 
rand_1422 1.130000 -49.872292 -6.919688 -1.779750 
rand_1423 0.930000 -29.738223 -0.881053 -0.006762 
rand_1424 0.930000 -19.251353 -1.280827 -0.018454 
rand_1425 0.780000 -59.434727 -6.867067 -1.689882 
rand_1426 0.488715 -20.909579 -4.516747 -0.563497 
rand_1427 0.810000 -27.088340 -3.614644 -0.307121 
rand_1428 0.930000 -49.673031 -3.573207 -0.297516 
rand_1429 0.960000 -27.834793 -3.166620 -0.216411 
rand_1430 0.489930 -44.533094 -1.582424 -0.032818 
rand_1431 0.962067 -17.757628 -3.964442 -0.385726 
rand_1432 0.860000 -32.094327 -3.035260 -0.189772 
rand_1433 1.143437 -26.280900 -1.978240 -0.059897 
rand_1434 0.800000 -43.021576 -6.157428 -1.257544 
rand_1435 0.563086 -15.498742 -0.330293 -0.000477 
rand_1436 0.850000 -43.341882 -3.673457 -0.315363 
rand_1437 0.688393 -34.776508 -1.677939 -0.038134 
rand_1438 0.580000 -56.312216 -6.636054 -1.566265 
rand_1439 0.975707 -39.574794 -1.843865 -0.049166 
rand_1440 0.980000 -26.160094 -2.374712 -0.099379 
rand_1441 0.453519 -46.072572 -1.398296 -0.023276 
rand_1442 1.060000 -55.000208 -5.011561 -0.736293 
rand_1443 1.160980 -26.885730 -0.669001 -0.003206 
rand_1444 1.280000 -43.602474 -6.932454 -1.785991 
rand_1445 1.130000 -55.096711 -1.833128 -0.048031 
rand_1446 1.126585 -49.966233 -3.100899 -0.199844 
rand_1447 0.559636 -48.210659 -2.815311 -0.156408 
rand_1448 0.579255 -49.309407 -4.662920 -0.604217 
rand_1449 0.745497 -34.413510 -1.837215 -0.048599 
rand_1450 0.885783 -39.715378 -1.970513 -0.060047 
rand_1451 1.071692 -14.059601 -2.769938 -0.146876 
rand_1452 1.317737 -49.150601 -1.966462 -0.058400 
rand_1453 1.329873 -31.015028 -0.844050 -0.006017 
rand_1454 1.360000 -44.501312 -4.469259 -0.540384 
rand_1455 1.390047 -17.622633 -2.618121 -0.129081 
rand_1456 0.710000 -34.576801 -5.236581 -0.811072 
rand_1457 0.652992 -36.112113 -2.669346 -0.135895 
rand_1458 1.280367 -49.559968 -4.607851 -0.586434 
rand_1459 0.753723 -14.731180 -1.407430 -0.023978 
rand_1460 1.040000 -54.958982 -4.106123 -0.424237 
rand_1461 1.371165 -36.221655 -2.151171 -0.074106 
rand_1462 0.982404 -23.187117 -1.234080 -0.016552 
rand_1463 0.890000 -57.559008 -5.183138 -0.808236 
rand_1464 0.980000 -16.101056 -2.254050 -0.084847 
rand_1465 0.972766 -22.481604 -3.164361 -0.207930 
rand_1466 0.520000 -54.946968 -3.569470 -0.297629 
rand_1467 0.928652 -29.799218 -0.999981 -0.009444 
rand_1468 0.980000 -36.022251 -4.059686 -0.411903 
rand_1469 0.210000 -32.773581 -2.579082 -0.120622 
rand_1470 1.010000 -11.515269 -1.507211 -0.029081 
rand_1471 0.729992 -11.984452 -3.163511 -0.209153 
rand_1472 0.380641 -40.534386 -2.759090 -0.146226 
rand_1473 1.105392 -11.059251 -1.925861 -0.055734 
rand_1474 0.490825 -10.355201 -2.462576 -0.108508 
rand_1475 1.279881 -40.667512 -3.845799 -0.364607 
rand_1476 1.020000 -18.958985 -2.376493 -0.097957 
rand_1477 1.100000 -54.771257 -2.809108 -0.152027 
rand_1478 0.670000 -11.906726 -2.141680 -0.074091 
rand_1479 1.080000 -23.971702 -1.082411 -0.011768 
rand_1480 0.980000 -40.219284 -4.411478 -0.521050 
rand_1481 1.020771 -13.283229 -0.822749 -0.005687 
rand_1482 0.910000 -19.357034 -2.833876 -0.157638 
rand_1483 0.867755 -17.728797 -0.706666 -0.003698 
rand_1484 1.070000 -44.618114 -0.706850 -0.003763 
rand_1485 0.981627 -43.983692 -2.266530 -0.085905 
rand_1486 0.770000 -36.894287 -3.660912 -0.312967 
rand_1487 0.700000 -16.571189 -4.602309 -0.583243 
rand_1488 1.069762 -12.300685 -2.493777 -0.112272 
rand_1489 1.114721 -21.390442 -0.104455 -0.000021 
rand_1490 1.060000 -17.172430 -3.617938 -0.305131 
rand_1491 0.999579 -32.957187 -1.783679 -0.045436 
rand_1492 1.060000 -37.221694 -3.539908 -0.285764 
rand_1493 0.830000 -59.230478 -3.054152 -0.191383 
rand_1494 0.658646 -49.748264 -1.832684 -0.047884 
rand_1495 1.260000 -56.928093 -4.586261 -0.573028 
rand_1496 1.069610 -34.808815 -2.766834 -0.146122 
rand_1497 0.740000 -21.935901 -3.368035 -0.252419 
rand_1498 1.110000 -19.228116 -1.452288 -0.026089 
rand_1499 0.850000 -27.301612 -5.677221 -1.020238 
rand_1500 0.900000 -11.866119 -3.923716 -0.387949 
rand_1501 0.930095 -39.791609 -2.435802 -0.105327 
rand_1502 0.914847 -28.146778 -1.053520 -0.010592 
rand_1503 1.243437 -39.607124 -3.645208 -0.315928 
rand_1504 0.867605 -19.004316 -3.370299 -0.251291 
rand_1505 0.469444 -29.363913 -1.902367 -0.053554 
rand_1506 1.224285 -34.785301 -1.584810 -0.032459 
rand_1507 1.210152 -11.079312 -2.321084 -0.092068 
rand_1508 1.090000 -58.329512 -4.388886 -0.517790 
rand_1509 1.120000 -43.550866 -2.829628 -0.158897 
rand_1510 1.150000 -23.245005 -2.013997 -0.062824 
rand_1511 1.030000 -37.760695 -5.246858 -0.821676 
rand_1512 0.961499 -18.418862 -1.541070 -0.030621 
rand_1513 1.213263 -12.425850 -3.395125 -0.257697 
rand_1514 1.137726 -17.088379 -0.578984 -0.002151 
rand_1515 1.270000 -45.128838 -2.587974 -0.122162 
rand_1516 0.640000 -31.547810 -1.656832 -0.037055 
rand_1517 1.109738 -48.220202 -1.888965 -0.053062 
rand_1518 1.110000 -25.596947 -1.199671 -0.015462 
rand_1519 0.699303 -29.987651 -3.279994 -0.235219 
rand_1520 1.063956 -41.844396 -3.773804 -0.342956 
rand_1521 1.317646 -36.545120 -2.901678 -0.168821 
rand_1522 0.770000 -30.753417 -1.586739 -0.032467 
rand_1523 0.625332 -35.908901 -2.949205 -0.174258 
rand_1524 1.354052 -34.143498 -3.046308 -0.190634 
rand_1525 0.960000 -20.147858 -4.598950 -0.590915 
rand_1526 0.890000 -49.509036 -3.169517 -0.214134 
rand_1527 0.590000 -37.974279 -1.341763 -0.021209 
rand_1528 1.107138 -19.704351 -1.019853 -0.010070 
rand_1529 0.960000 -40.170074 -2.459269 -0.108012 
rand_1530 0.845081 -23.539811 -2.186683 -0.077356 
rand_1531 1.340000 -40.087324 -3.439661 -0.265575 
rand_1532 0.770000 -12.082388 -3.199026 -0.220478 
rand_1533 1.283311 -18.934813 -1.778846 -0.044904 
rand_1534 1.092841 -16.603102 -3.851799 -0.352872 
rand_1535 0.810000 -56.768884 -4.202146 -0.456687 
rand_1536 0.910000 -13.144848 -6.905130 -1.732041 
rand_1537 0.990000 -11.709725 -3.887249 -0.373732 
rand_1538 1.120000 -57.797736 -6.444983 -1.423919 
rand_1539 1.240000 -22.701254 -1.670255 -0.037328 
rand_1540 0.510000 -46.556221 -1.637571 -0.035894 
rand_1541 0.910000 -30.257191 -1.827014 -0.047614 
rand_1542 0.480000 -46.082928 -4.657169 -0.613550 
rand_1543 1.363021 -36.348498 -3.527164 -0.287652 
rand_1544 1.262265 -23.821036 -1.471190 -0.026941 
rand_1545 1.055712 -32.337258 -0.592822 -0.002319 
rand_1546 0.910000 -37.567650 -5.841600 -1.108806 
rand_1547 1.080000 -57.931182 -1.809681 -0.047007 
rand_1548 0.840000 -33.930558 -4.873530 -0.673781 
rand_1549 1.080000 -42.196225 -3.425600 -0.257631 
rand_1550 0.820000 -46.865123 -2.378708 -0.098316 
rand_1551 0.899370 -39.196797 -3.069588 -0.197364 
rand_1552 1.080000 -33.459431 -4.809714 -0.655798 
rand_1553 0.741235 -42.954558 -2.132096 -0.073384 
rand_1554 0.724725 -33.904772 -0.408436 -0.000851 
rand_1555 0.980000 -37.504032 -1.400514 -0.023644 
rand_1556 0.940000 -20.162624 -1.766984 -0.044625 
rand_1557 0.300000 -42.391712 -3.971070 -0.392677 
rand_1558 0.247085 -35.378770 -1.341093 -0.021107 
rand_1559 0.690000 -52.967733 -3.504274 -0.278462 
rand_1560 0.860000 -44.422894 -2.333308 -0.094197 
rand_1561 0.940000 -41.211459 -5.204299 -0.825571 
rand_1562 0.920000 -17.891801 -2.007479 -0.061232 
rand_1563 0.950000 -44.277568 -7.923761 -2.484129 
rand_1564 0.578663 -15.262509 -3.259416 -0.230063 
rand_1565 0.444208 -36.464137 -2.007952 -0.062393 
rand_1566 1.116541 -21.524222 -4.400874 -0.512317 
rand_1567 0.500000 -12.028570 -3.367629 -0.252339 
rand_1568 0.904129 -44.573880 -1.271401 -0.017896 
rand_1569 0.438885 -39.686580 -2.277477 -0.087096 
rand_1570 0.460000 -10.937708 -6.463811 -1.476298 
rand_1571 0.750000 -38.053101 -1.916599 -0.054424 
rand_1572 0.837426 -48.809906 -1.604904 -0.033975 
rand_1573 0.490000 -19.573119 -1.080162 -0.011582 
rand_1574 0.900000 -19.219098 -3.304149 -0.242637 
rand_1575 1.019666 -26.724974 -0.909414 -0.007469 
rand_1576 0.933302 -21.371603 -1.763230 -0.043820 
rand_1577 1.060000 -53.381585 -7.261420 -1.991568 
rand_1578 0.435531 -34.044928 -3.060594 -0.195329 
rand_1579 0.910000 -28.313857 -4.340021 -0.501629 
rand_1580 1.120000 -35.277008 -1.889138 -0.052621 
rand_1581 1.081512 -29.092752 -4.301215 -0.495951 
rand_1582 1.030000 -20.052674 -4.023945 -0.405706 
rand_1583 1.136920 -28.348074 -1.570957 -0.032208 
rand_1584 0.718714 -10.755655 -1.980593 -0.059752 
rand_1585 0.710000 -30.608800 -4.297208 -0.487200 
rand_1586 0.710000 -17.733040 -3.886681 -0.371157 
rand_1587 1.000000 -48.487659 -0.872290 -0.006489 
rand_1588 1.100000 -43.912162 -2.674769 -0.133616 
rand_1589 0.890000 -24.926898 -4.774424 -0.652365 
rand_1590 0.775531 -13.494490 -2.003076 -0.062965 
rand_1591 0.660000 -47.926741 -7.235770 -1.970610 
rand_1592 1.100000 -58.461281 -3.826933 -0.351450 
rand_1593 0.770590 -46.673281 -3.589120 -0.302921 
rand_1594 0.835440 -42.940660 -3.351803 -0.249384 
rand_1595 0.970000 -13.961336 -5.803740 -1.097830 
rand_1596 0.940000 -30.179371 -2.019669 -0.064258 
rand_1597 0.900000 -45.201796 -1.924599 -0.055646 
rand_1598 0.840000 -50.635633 -3.923918 -0.380729 
rand_1599 0.913734 -12.419549 -2.477441 -0.111034 
rand_1600 1.340000 -11.032116 -3.712346 -0.323275 
rand_1601 0.810000 -48.756254 -0.635279 -0.002797 
rand_1602 1.020000 -14.742649 -7.556623 -2.229290 
rand_1603 0.990000 -24.667176 -8.156208 -2.737385 
rand_1604 0.650000 -41.089367 -3.175554 -0.217525 
rand_1605 1.020000 -30.551936 -2.356718 -0.095750 
rand_1606 0.830000 -18.024083 -2.413404 -0.100914 
rand_1607 1.010000 -53.159053 -5.933104 -1.162219 
rand_1608 0.122358 -11.193463 -1.111605 -0.012583 
rand_1609 0.780862 -29.042108 -3.584564 -0.293242 
rand_1610 0.738538 -39.900499 -0.947803 -0.008218 
rand_1611 0.735315 -12.207777 -3.419391 -0.263647 
rand_1612 1.080000 -14.112089 -5.224521 -0.832617 
rand_1613 0.187832 -44.817222 -0.878205 -0.006648 
rand_1614 0.504643 -35.615405 -2.247865 -0.084150 
rand_1615 0.980000 -18.179156 -6.983207 -1.764496 
rand_1616 0.513782 -15.587024 -3.729397 -0.333979 
rand_1617 0.537076 -32.427211 -3.588332 -0.299007 
rand_1618 0.400000 -47.832285 -6.348229 -1.399297 
rand_1619 1.240000 -34.279111 -6.610830 -1.566542 
rand_1620 0.110000 -52.593825 -3.151302 -0.210784 
rand_1621 0.899238 -18.585385 -1.340217 -0.020899 
rand_1622 1.010000 -57.807747 -5.818330 -1.073071 
rand_1623 1.010000 -14.079514 -4.883740 -0.693243 
rand_1624 0.540000 -10.827016 -2.407771 -0.103776 
rand_1625 1.356289 -28.263054 -2.291364 -0.088522 
rand_1626 0.613500 -10.075577 -2.230058 -0.080904 
rand_1627 0.800000 -59.279070 -4.474513 -0.535909 
rand_1628 0.664917 -46.082845 -3.742988 -0.339156 
rand_1629 0.720000 -29.301891 -3.540340 -0.287071 
rand_1630 1.110000 -39.601586 -1.518429 -0.029691 
rand_1631 0.530000 -27.942533 -2.595760 -0.126253 
rand_1632 1.285627 -47.222623 -0.357957 -0.000585 
rand_1633 0.886219 -11.385212 -2.223306 -0.083170 
rand_1634 0.924441 -26.178040 -2.274303 -0.087633 
rand_1635 0.423069 -37.937085 -1.824031 -0.048298 
rand_1636 0.760000 -30.491524 -0.792903 -0.005071 
rand_1637 1.170000 -48.673875 -2.711195 -0.140713 
rand_1638 0.520000 -42.794092 -0.849203 -0.006089 
rand_1639 0.675455 -39.344563 -1.809529 -0.046436 
rand_1640 1.020000 -27.723688 -3.074226 -0.191465 
rand_1641 1.150000 -32.946134 -1.150478 -0.014160 
rand_1642 0.920000 -15.197901 -2.198292 -0.080153 
rand_1643 0.706112 -21.560737 -2.712012 -0.140045 
rand_1644 0.900000 -25.565674 -3.527389 -0.287197 
rand_1645 0.940000 -23.065110 -4.764514 -0.654440 
rand_1646 0.181533 -10.482601 -2.037511 -0.064541 
rand_1647 1.100000 -39.027889 -5.618153 -1.005163 
rand_1648 0.561639 -39.819053 -4.230459 -0.461902 
rand_1649 1.171994 -38.028225 -2.789338 -0.150008 
rand_1650 1.307488 -33.635619 -1.395276 -0.023191 
rand_1651 1.090000 -46.708000 -4.268991 -0.477704 
rand_1652 0.893126 -32.161228 -2.109806 -0.072755 
rand_1653 0.639238 -26.937548 -2.884585 -0.165271 
rand_1654 0.870000 -46.844927 -1.665336 -0.037995 
rand_1655 0.434369 -47.817121 -2.169484 -0.076572 
rand_1656 0.840000 -51.321242 -5.905562 -1.134562 
rand_1657 0.593248 -10.280624 -2.104445 -0.070294 
rand_1658 0.800000 -12.712116 -1.798355 -0.046092 
rand_1659 1.020000 -49.563208 -2.401189 -0.100605 
rand_1660 1.030000 -31.878059 -5.517050 -0.957757 
rand_1661 0.410000 -22.856150 -4.940607 -0.717118 
rand_1662 0.640000 -38.913620 -5.346544 -0.890758 
rand_1663 0.440000 -39.563038 -1.568530 -0.031570 
rand_1664 0.820826 -15.474155 -1.254258 -0.017359 
rand_1665 0.980000 -22.045311 -4.617254 -0.583867 
rand_1666 1.080000 -14.859026 -6.464442 -1.468172 
rand_1667 0.520000 -52.843903 -6.393882 -1.410048 
rand_1668 0.800000 -11.493049 -0.336900 -0.000498 
rand_1669 0.470000 -42.887442 -5.017374 -0.727054 
rand_1670 0.920000 -20.550036 -0.992530 -0.009266 
rand_1671 1.063306 -17.851582 -1.805072 -0.046271 
rand_1672 0.610000 -43.946332 -8.271524 -2.818484 
rand_1673 0.410000 -33.229600 -2.725706 -0.143149 
rand_1674 0.940000 -49.257352 -1.838371 -0.048954 
rand_1675 0.806247 -11.449745 -0.684000 -0.003459 
rand_1676 0.380000 -12.084916 -4.882865 -0.679438 
rand_1677 0.990000 -27.012243 -4.367042 -0.500593 
rand_1678 1.130000 -41.484137 -4.683362 -0.605780 
rand_1679 1.267436 -38.224886 -2.635077 -0.131774 
rand_1680 0.890000 -21.289220 -4.564614 -0.567495 
rand_1681 1.246292 -37.796638 -3.484113 -0.281372 
rand_1682 1.187987 -38.109603 -1.316358 -0.020005 
rand_1683 0.770000 -50.133097 -1.850314 -0.051078 
rand_1684 1.177376 -34.278090 -0.761689 -0.004480 
rand_1685 1.054692 -13.554610 -1.685892 -0.038693 
rand_1686 1.186704 -17.225395 -3.245772 -0.227851 
rand_1687 0.140000 -45.135857 -6.842524 -1.692114 
rand_1688 1.235268 -43.621139 -3.366441 -0.250714 
rand_1689 1.322079 -17.340755 -2.547528 -0.117837 
rand_1690 1.371482 -43.209695 -1.504453 -0.028517 
rand_1691 0.747781 -27.279962 -1.101588 -0.012091 
rand_1692 0.652754 -43.181194 -2.322468 -0.090947 
rand_1693 1.135650 -29.647475 -2.262550 -0.085200 
rand_1694 0.920000 -11.072727 -2.157378 -0.075863 
rand_1695 1.080000 -39.791498 -3.177270 -0.212411 
rand_1696 0.526466 -43.794605 -1.813709 -0.047205 
rand_1697 0.990000 -43.285922 -1.292820 -0.018825 
rand_1698 0.950000 -17.062895 -5.722211 -1.056966 
rand_1699 0.480000 -46.389347 -2.777327 -0.147861 
rand_1700 0.930000 -42.689561 -2.136042 -0.074455 
rand_1701 1.385378 -38.492836 -2.669882 -0.133657 
rand_1702 0.676235 -14.031804 -2.570827 -0.120987 
rand_1703 0.740000 -43.677696 -3.822944 -0.351338 
rand_1704 1.020171 -16.801178 -3.545362 -0.283702 
rand_1705 1.332637 -25.762518 -3.028320 -0.185209 
rand_1706 0.620000 -14.064036 -0.570424 -0.002075 
rand_1707 0.810924 -10.499426 -2.143107 -0.073555 
rand_1708 0.550000 -56.551373 -3.619713 -0.304981 
rand_1709 1.060000 -23.500348 -2.616225 -0.126151 
rand_1710 0.840000 -39.073670 -3.966168 -0.392827 
rand_1711 1.190000 -52.669588 -2.479763 -0.109204 
rand_1712 1.364857 -44.091594 -0.736077 -0.004123 
rand_1713 0.419899 -47.384373 -2.180639 -0.077104 
rand_1714 0.960000 -18.116391 -2.910019 -0.170564 
rand_1715 0.684819 -40.524333 -1.658858 -0.036918 
rand_1716 1.031977 -16.623659 -2.952628 -0.175633 
rand_1717 0.730000 -24.697484 -1.708310 -0.039636 
rand_1718 0.399978 -41.220866 -3.089284 -0.202155 
rand_1719 1.050000 -32.297332 -4.982732 -0.728923 
rand_1720 0.693860 -25.506944 -1.965843 -0.058012 
rand_1721 0.960000 -26.309470 -2.699378 -0.140898 
rand_1722 0.725836 -39.649518 -1.562925 -0.031385 
rand_1723 1.260000 -18.012486 -6.396607 -1.430507 
rand_1724 0.998054 -11.369807 -0.316469 -0.000425 
rand_1725 1.060000 -50.438637 -2.983297 -0.179099 
rand_1726 1.030000 -39.281082 -2.166347 -0.076284 
rand_1727 1.170000 -33.935593 -3.004356 -0.185193 
rand_1728 0.990000 -37.052310 -3.640176 -0.311029 
rand_1729 0.740318 -42.443765 -2.925525 -0.170241 
rand_1730 0.850000 -45.571167 -4.669188 -0.616119 
rand_1731 0.860000 -35.542282 -0.807503 -0.005372 
rand_1732 1.008891 -14.884822 -1.014425 -0.009886 
rand_1733 0.384039 -38.867239 -2.320218 -0.090168 
rand_1734 1.006887 -33.171864 -1.175836 -0.014442 
rand_1735 0.955831 -39.663375 -1.655194 -0.037591 
rand_1736 1.388957 -48.171879 -0.543404 -0.001855 
rand_1737 0.730000 -51.989639 -3.436136 -0.263601 
rand_1738 0.856823 -48.078169 -1.653836 -0.037778 
rand_1739 1.110000 -33.788219 -6.023664 -1.204926 
rand_1740 0.690000 -20.807793 -8.327975 -2.865186 
rand_1741 0.950000 -16.544003 -1.821419 -0.047506 
rand_1742 0.790000 -27.992192 -5.556446 -0.961524 
rand_1743 1.279265 -38.355917 -1.576063 -0.032599 
rand_1744 0.700000 -52.262987 -0.878908 -0.006648 
rand_1745 0.998082 -20.409795 -0.813386 -0.005477 
rand_1746 0.610000 -36.625373 -2.685353 -0.137614 
rand_1747 0.930000 -56.571525 -4.250568 -0.471200 
rand_1748 0.940000 -42.219427 -7.503598 -2.167729 
rand_1749 1.119939 -10.034161 -1.979014 -0.059931 
rand_1750 1.090000 -16.378851 -1.593406 -0.033070 
rand_1751 0.902864 -22.523466 -1.249340 -0.017049 
rand_1752 0.887261 -41.376396 -2.625550 -0.128580 
rand_1753 0.813821 -20.978665 -1.304282 -0.019499 
rand_1754 0.881626 -34.408146 -1.040969 -0.010585 
rand_1755 0.900000 -29.732906 -3.451296 -0.264549 
rand_1756 0.710000 -37.040259 -3.647893 -0.314194 
rand_1757 1.359582 -39.119624 -0.445361 -0.001065 
rand_1758 1.200720 -44.413918 -2.253846 -0.085755 
rand_1759 1.279098 -48.803898 -2.274198 -0.086910 
rand_1760 1.040000 -35.062850 -4.172180 -0.447666 
rand_1761 1.130000 -28.980432 -4.531187 -0.560680 
rand_1762 1.040000 -15.271027 -7.890569 -2.492479 
rand_1763 0.500000 -13.615577 -4.370395 -0.506568 
rand_1764 0.992084 -25.814286 -2.764599 -0.148398 
rand_1765 0.950000 -59.076937 -5.455210 -0.922419 
rand_1766 0.358205 -46.157265 -1.374400 -0.022682 
rand_1767 1.329796 -19.305053 -1.117977 -0.013071 
rand_1768 1.060000 -57.746284 -1.269894 -0.018187 
rand_1769 1.282296 -16.746649 -2.110323 -0.070287 
rand_1770 1.110000 -48.428317 -5.824977 -1.101978 
rand_1771 0.780343 -47.007951 -3.050156 -0.192841 
rand_1772 0.893929 -25.758914 -2.154518 -0.075358 
rand_1773 0.180826 -35.371411 -1.085655 -0.011867 
rand_1774 1.110000 -55.204617 -6.765784 -1.671025 
rand_1775 0.957851 -16.248313 -2.439672 -0.106183 
rand_1776 0.375823 -37.784247 -3.575140 -0.290664 
rand_1777 0.880000 -27.022880 -1.581812 -0.032553 
rand_1778 0.900725 -41.676660 -3.162153 -0.212007 
rand_1779 1.030000 -32.100026 -2.004970 -0.061571 
rand_1780 1.234459 -33.319837 -2.142192 -0.072789 
rand_1781 0.900000 -11.260789 -2.465529 -0.106729 
rand_1782 0.960000 -28.949744 -5.569733 -0.978069 
rand_1783 1.200000 -31.926304 -4.733635 -0.637099 
rand_1784 1.170000 -52.056731 -2.756443 -0.144965 
rand_1785 0.930000 -56.508453 -2.344278 -0.093913 
rand_1786 1.187749 -27.158609 -0.310600 -0.000403 
rand_1787 0.920000 -36.887589 -4.727846 -0.619467 
rand_1788 1.000000 -36.016762 -5.803799 -1.094161 
rand_1789 1.120000 -32.954448 -6.903428 -1.737238 
rand_1790 1.000000 -34.455782 -2.078023 -0.068315 
rand_1791 0.324647 -25.821488 -1.958450 -0.059199 
rand_1792 0.880000 -40.231764 -5.228219 -0.815042 
rand_1793 0.500000 -58.865584 -4.581835 -0.572639 
rand_1794 0.508728 -27.523433 -2.606308 -0.125430 
rand_1795 1.130000 -15.432226 -6.567294 -1.524777 
rand_1796 1.030000 -20.721238 -6.454654 -1.461126 
rand_1797 0.621804 -40.627145 -1.621672 -0.034826 
rand_1798 0.540000 -56.379321 -5.635474 -0.997320 
rand_1799 0.760000 -48.592818 -6.348567 -1.383410 
rand_1800 1.170000 -26.221335 -1.928578 -0.055922 
rand_1801 0.427453 -33.932509 -0.636163 -0.002770 
rand_1802 1.050000 -34.197500 -6.450913 -1.468538 
rand_1803 1.120000 -47.581180 -2.094128 -0.069542 
rand_1804 1.030000 -33.897847 -4.493801 -0.553507 
rand_1805 1.390000 -12.520426 -4.283317 -0.477282 
rand_1806 1.000000 -59.748503 -4.603284 -0.582949 
rand_1807 0.990000 -45.378943 -2.114857 -0.071859 
rand_1808 1.143120 -32.678213 -2.069484 -0.067348 
rand_1809 0.682490 -41.327662 -2.681803 -0.137506 
rand_1810 0.880000 -56.950895 -2.539925 -0.117547 
rand_1811 1.260000 -36.208456 -1.133087 -0.013378 
rand_1812 0.610000 -24.674714 -3.823631 -0.356362 
rand_1813 0.837040 -34.560363 -1.877108 -0.052317 
rand_1814 0.429847 -21.661875 -1.379666 -0.022789 
rand_1815 1.260000 -30.407136 -4.086384 -0.428707 
rand_1816 1.310000 -33.498221 -6.461621 -1.454294 
rand_1817 0.807716 -38.424636 -1.990954 -0.062448 
rand_1818 1.277748 -46.643148 -1.021187 -0.010185 
rand_1819 1.180000 -21.872125 -3.327593 -0.242231 
rand_1820 0.947670 -19.018345 -1.812537 -0.047434 
rand_1821 1.203578 -15.915714 -0.897121 -0.007028 
rand_1822 1.258700 -14.568026 -1.950271 -0.056785 
rand_1823 0.790000 -27.904077 -5.809241 -1.081512 
rand_1824 1.023993 -26.187548 -1.969870 -0.058940 
rand_1825 1.200000 -31.426081 -3.300804 -0.238295 
rand_1826 0.880000 -51.514334 -1.352528 -0.021770 
rand_1827 1.030000 -20.681247 -2.420515 -0.103340 
rand_1828 0.222351 -41.816077 -1.903305 -0.053190 
rand_1829 1.123733 -36.589546 -0.565038 -0.002019 
rand_1830 1.128073 -16.400472 -2.967437 -0.181864 
rand_1831 0.830000 -37.049448 -1.488883 -0.027369 
rand_1832 1.190000 -45.359031 -4.141029 -0.439007 
rand_1833 1.070000 -43.372106 -6.067218 -1.232960 
rand_1834 0.970000 -17.046015 -3.399147 -0.255080 
rand_1835 0.880000 -52.789913 -1.405414 -0.023709 
rand_1836 1.341844 -15.141674 -3.379477 -0.253622 
rand_1837 1.094832 -28.284464 -0.912000 -0.007416 
rand_1838 1.302035 -25.321972 -2.253275 -0.084782 
rand_1839 1.107281 -42.200226 -2.887381 -0.165023 
rand_1840 0.970000 -47.017343 -6.779359 -1.667790 
rand_1841 0.660000 -38.190392 -3.396179 -0.253110 
rand_1842 1.260000 -46.190406 -5.788849 -1.089650 
rand_1843 0.790000 -23.386819 -1.329021 -0.020510 
rand_1844 1.270382 -42.778977 -0.355766 -0.000582 
rand_1845 0.930000 -24.977351 -3.519299 -0.280970 
rand_1846 1.123440 -23.200315 -1.767923 -0.044515 
rand_1847 0.880000 -32.023049 -5.561652 -0.972266 
rand_1848 0.550000 -52.192829 -4.363834 -0.511905 
rand_1849 1.110000 -40.267053 -3.952820 -0.393008 
rand_1850 1.080000 -38.050114 -1.426742 -0.024101 
rand_1851 1.276168 -44.190114 -2.388083 -0.099385 
rand_1852 0.940000 -19.048700 -1.365359 -0.022210 
rand_1853 0.632191 -28.478037 -1.336312 -0.020884 
rand_1854 0.940000 -16.615736 -4.711276 -0.625617 
rand_1855 0.618488 -43.568087 -2.543596 -0.117437 
rand_1856 1.020000 -59.969175 -1.866874 -0.051039 
rand_1857 0.202430 -37.537258 -4.138758 -0.430376 
