trial star/#dMass star/dMass planet/#dMass planet/dMass planet/dEnvelopeMass planet/dOrbPeriod 
rand_2340 2.202658 0.621050 1.195304 -2.031422 -0.064586 -29.034353 
rand_2341 2.312494 0.820000 1.225779 -2.854419 -0.161064 -17.427961 
rand_2342 2.868382 0.861528 9.328068 -2.516258 -0.116040 -45.717015 
rand_2343 2.468263 0.950000 0.530752 -3.628661 -0.307563 -56.290201 
rand_2344 3.034181 0.730000 3.095502 -3.821264 -0.351072 -31.052401 
rand_2345 3.881253 1.170000 2.424755 -1.668142 -0.037175 -26.517203 
rand_2346 2.973453 1.080000 0.372011 -5.042694 -0.733432 -25.880719 
rand_2347 2.293585 0.830000 8.011568 -3.928357 -0.386645 -33.927722 
rand_2348 1.428261 1.316748 1.959810 -1.701415 -0.039757 -14.823528 
rand_2349 2.749566 1.218433 0.753390 -0.872108 -0.006580 -38.732373 
rand_2350 0.882226 0.980000 2.630644 -4.398282 -0.514033 -33.030833 
rand_2351 1.777439 0.940000 0.869262 -4.014620 -0.405570 -14.457709 
rand_2352 2.103026 0.441119 1.558608 -2.223744 -0.081072 -24.462898 
rand_2353 4.332091 1.100000 2.988159 -5.879064 -1.126957 -15.665299 
rand_2354 4.344613 1.000000 1.893212 -3.650035 -0.307008 -24.762440 
rand_2355 4.868484 0.730000 1.795204 -5.630265 -1.012728 -58.635330 
rand_2356 2.520037 0.880000 3.314901 -2.052214 -0.064848 -58.784258 
rand_2357 2.825654 0.938357 3.984495 -2.878272 -0.163239 -20.488935 
rand_2358 2.031399 0.290000 1.657130 -2.838350 -0.158603 -23.080297 
rand_2359 2.182537 0.990000 0.818097 -2.864816 -0.161962 -21.298349 
rand_2360 3.515686 0.940000 2.078031 -4.190117 -0.450423 -28.632198 
rand_2361 2.885707 1.015776 0.882504 -1.507720 -0.028703 -34.475549 
rand_2362 1.999567 1.248015 17.795174 -1.470206 -0.026303 -19.105188 
rand_2363 1.253366 1.030000 1.031764 -7.190616 -1.955817 -22.084157 
rand_2364 2.451475 1.030000 2.850256 -4.645308 -0.598392 -22.420001 
rand_2365 2.095500 1.040000 3.571614 -1.561197 -0.031313 -22.177117 
rand_2366 2.065357 0.699694 17.389193 -2.372900 -0.096876 -47.399318 
rand_2367 3.698135 1.110000 8.645191 -9.278325 -3.890064 -12.222939 
rand_2368 5.992963 0.800086 1.537444 -3.204401 -0.216611 -38.131143 
rand_2369 7.999254 1.200000 5.701614 -3.945383 -0.383241 -13.679438 
rand_2370 2.008206 0.850000 1.651074 -4.306653 -0.485772 -43.285815 
rand_2371 1.458048 0.900000 1.471477 -1.847824 -0.050191 -25.032273 
rand_2372 1.560303 0.809068 3.886663 -2.410666 -0.102676 -14.795893 
rand_2373 1.952992 1.190000 0.336901 -4.146776 -0.432126 -50.087073 
rand_2374 2.513034 1.180000 1.007716 -4.080102 -0.422022 -46.247363 
rand_2375 6.591563 1.190000 0.115050 -6.785159 -1.682993 -37.764957 
rand_2376 3.614677 0.930000 0.755264 -4.694891 -0.623350 -34.984040 
rand_2377 2.176417 0.985001 2.267492 -1.286367 -0.018674 -25.245562 
rand_2378 2.125484 1.090000 3.717563 -5.258989 -0.844816 -50.091179 
rand_2379 1.486488 0.849678 1.561611 -2.034646 -0.064738 -13.988785 
rand_2380 4.715477 0.456555 8.049022 -2.826759 -0.156016 -32.485407 
rand_2381 2.698050 0.920000 1.007876 -5.155606 -0.789660 -19.835634 
rand_2382 5.237635 0.980000 0.653688 -1.341528 -0.020973 -22.673924 
rand_2383 3.869992 0.609945 1.874636 -1.899257 -0.052887 -10.428289 
rand_2384 5.510459 1.053985 4.959000 -1.388243 -0.023064 -14.054063 
rand_2385 2.785890 0.860000 1.873265 -3.640039 -0.307918 -45.537645 
rand_2386 1.040962 0.881361 1.316214 -3.277845 -0.233691 -14.865616 
rand_2387 2.157494 0.670000 0.721795 -1.022548 -0.009916 -18.378317 
rand_2388 4.001018 0.890000 0.932601 -4.245358 -0.470961 -51.257893 
rand_2389 3.649539 1.030000 3.380713 -4.064723 -0.421697 -16.402573 
rand_2390 2.979886 0.680000 1.242770 -9.890650 -4.562149 -35.594870 
rand_2391 1.367043 0.604745 0.616286 -0.490505 -0.001369 -28.801621 
rand_2392 1.014872 0.460000 1.152834 -3.085999 -0.200200 -31.059465 
rand_2393 2.792311 0.376326 5.954579 -4.358133 -0.503749 -18.320598 
rand_2394 4.979343 0.970000 3.020898 -5.001434 -0.719648 -40.936315 
rand_2395 4.732749 1.090000 1.662041 -4.848058 -0.674004 -16.331165 
rand_2396 1.551617 0.650000 0.533823 -4.054713 -0.420840 -39.022108 
rand_2397 1.600186 0.747031 0.663938 -0.218700 -0.000156 -31.598339 
rand_2398 2.142109 0.985033 1.102457 -2.929174 -0.167753 -10.676678 
rand_2399 9.039025 0.845139 0.154691 -0.518636 -0.001607 -26.850567 
rand_2400 3.488619 1.175163 2.922033 -0.517321 -0.001590 -34.886019 
rand_2401 2.925414 0.989877 6.930252 -2.498614 -0.110309 -27.149199 
rand_2402 3.160091 0.755363 2.140049 -1.723670 -0.040984 -31.282341 
rand_2403 0.680444 0.820000 1.517744 -6.662222 -1.607833 -32.178515 
rand_2404 1.646941 0.912240 1.011083 -0.602927 -0.002419 -29.173124 
rand_2405 2.304698 0.930000 1.229089 -0.636699 -0.002774 -34.952042 
rand_2406 2.638119 1.190000 1.033334 -2.561603 -0.120026 -36.630917 
rand_2407 4.855170 1.120000 0.975216 -4.884468 -0.686367 -10.574267 
rand_2408 2.114330 0.646216 7.204363 -0.290210 -0.000334 -42.838264 
rand_2409 1.670886 0.890000 12.649791 -3.879642 -0.365266 -55.379932 
rand_2410 1.945545 0.790000 0.628019 -1.943863 -0.057084 -31.187460 
rand_2411 3.865713 1.010000 1.436748 -3.401703 -0.257423 -53.533031 
rand_2412 4.929016 0.456542 1.238811 -2.523583 -0.114973 -44.419187 
rand_2413 2.470094 1.261350 8.527046 -1.887894 -0.053328 -44.756781 
rand_2414 4.926354 1.100000 0.695434 -4.925622 -0.704720 -32.265837 
rand_2415 3.542195 1.020000 0.585896 -6.953893 -1.793297 -58.206135 
rand_2416 3.002276 1.010000 4.365690 -5.595350 -0.988485 -40.603408 
rand_2417 4.400239 0.930000 0.549396 -2.181783 -0.078173 -41.655613 
rand_2418 3.503008 1.054931 4.615326 -2.040106 -0.064629 -34.593429 
rand_2419 1.358797 1.000000 4.606973 -3.439688 -0.269623 -17.595812 
rand_2420 2.092752 1.010000 1.671264 -2.491292 -0.110789 -34.893889 
rand_2421 2.317107 1.111386 3.807065 -3.379135 -0.257335 -44.143158 
rand_2422 1.557691 1.211838 3.506680 -1.166998 -0.014614 -43.252736 
rand_2423 6.211449 0.899941 6.808997 -1.033960 -0.010505 -32.770554 
rand_2424 3.108230 1.100000 0.559040 -5.781354 -1.082389 -41.476080 
rand_2425 1.859008 1.060000 6.461074 -6.678205 -1.559583 -39.764303 
rand_2426 4.635863 0.503281 0.726781 -3.040167 -0.191697 -38.781804 
rand_2427 1.946532 1.390000 0.376041 -2.026031 -0.064008 -13.345497 
rand_2428 3.691405 1.353779 0.731012 -2.761111 -0.147920 -33.088694 
rand_2429 4.614056 0.960000 4.030752 -3.047925 -0.191965 -56.986953 
rand_2430 1.834574 0.983464 4.768351 -3.803542 -0.349264 -47.420122 
rand_2431 1.343673 0.630000 1.272301 -3.475959 -0.268890 -11.240571 
rand_2432 3.300576 0.880000 6.837135 -3.783176 -0.346918 -42.083542 
rand_2433 3.562705 0.970000 1.714634 -2.328090 -0.092465 -10.596693 
rand_2434 2.857681 1.187277 3.011345 -1.882130 -0.052622 -19.163099 
rand_2435 6.729318 0.630529 3.559072 -1.423738 -0.024618 -25.889714 
rand_2436 2.464160 0.920000 0.606280 -5.191862 -0.800690 -40.798492 
rand_2437 1.796833 0.472536 2.866937 -0.955691 -0.008404 -18.250804 
rand_2438 2.873643 1.090000 1.138946 -6.351046 -1.373504 -10.604499 
rand_2439 2.156181 0.840000 2.238008 -6.134901 -1.249658 -21.665608 
rand_2440 7.917370 0.670000 3.972587 -4.784193 -0.639459 -42.577154 
rand_2441 2.653229 1.215881 1.304132 -0.735340 -0.004163 -25.590181 
rand_2442 3.213460 0.380000 1.449229 -4.394575 -0.518286 -30.264425 
rand_2443 1.946646 0.740000 1.844526 -3.456840 -0.265440 -30.435950 
rand_2444 2.858781 0.716780 2.643492 -3.069849 -0.194792 -29.937501 
rand_2445 2.256619 0.202793 56.163460 -0.130915 -0.000040 -16.862029 
rand_2446 3.008020 1.153760 4.866394 -1.360788 -0.022034 -46.408237 
rand_2447 2.617582 0.226475 5.725469 -3.408745 -0.255190 -26.966657 
rand_2448 1.103205 0.824179 0.784697 -0.626880 -0.002704 -24.497099 
rand_2449 2.873131 0.860000 18.600517 -4.691373 -0.602184 -33.863708 
rand_2450 1.818023 0.810000 7.942244 -4.730215 -0.629275 -47.799218 
rand_2451 4.773834 1.000000 1.137885 -6.115977 -1.243845 -19.640076 
rand_2452 2.588263 0.184860 1.804586 -2.252188 -0.084639 -10.403619 
rand_2453 2.698707 0.832667 5.798432 -0.805409 -0.005329 -44.167128 
rand_2454 2.398678 0.880000 9.770102 -4.274072 -0.483995 -39.773832 
rand_2455 4.628854 0.903305 2.532002 -4.025551 -0.408709 -20.899396 
rand_2456 2.790298 1.342316 2.737734 -2.150454 -0.075008 -16.656346 
rand_2457 3.091653 1.253747 1.130991 -2.572669 -0.120853 -16.813203 
rand_2458 3.390533 1.250000 1.338794 -3.583572 -0.293286 -42.163075 
rand_2459 2.982410 1.177860 0.775731 -2.360476 -0.095796 -47.718266 
rand_2460 2.904128 0.674246 4.352033 -2.214169 -0.080768 -18.665166 
rand_2461 2.389553 0.920000 1.794324 -2.700619 -0.139787 -39.848855 
rand_2462 1.413848 0.880000 6.876378 -2.912733 -0.169919 -53.798844 
rand_2463 4.090147 0.970000 4.123784 -4.999518 -0.737129 -26.025549 
rand_2464 2.037549 0.902024 21.300488 -3.520010 -0.282173 -20.302464 
rand_2465 2.841820 1.048948 24.251572 -2.571596 -0.121415 -46.891470 
rand_2466 5.416814 0.840000 2.059699 -4.925228 -0.697457 -54.222729 
rand_2467 4.568112 1.090000 7.594947 -2.732800 -0.143049 -57.117455 
rand_2468 2.288426 0.860000 0.797246 -5.873353 -1.139206 -26.211483 
rand_2469 5.353722 0.950000 0.481509 -3.319785 -0.242285 -51.560633 
rand_2470 1.840241 0.568572 1.004403 -2.382874 -0.098729 -14.588435 
rand_2471 1.595209 1.000000 0.347263 -2.574348 -0.121937 -51.426816 
rand_2472 1.641847 0.910000 0.423762 -3.255275 -0.228867 -47.386035 
rand_2473 2.397264 0.890000 0.658686 -4.392591 -0.513825 -56.770321 
rand_2474 2.316790 1.040000 1.220617 -2.049065 -0.066544 -24.416412 
rand_2475 1.212735 0.870000 1.370152 -5.224161 -0.823730 -45.420317 
rand_2476 2.238042 0.950000 1.012530 -7.068707 -1.864227 -26.611040 
rand_2477 3.022389 0.980000 0.392220 -3.693040 -0.324805 -40.236964 
rand_2478 1.781368 0.769170 1.195969 -0.491097 -0.001390 -15.583416 
rand_2479 2.737683 1.354790 2.332210 -0.882389 -0.006869 -28.696561 
rand_2480 4.543826 0.511732 1.857730 -4.157782 -0.443247 -12.005287 
rand_2481 3.904346 0.650000 5.255563 -2.032425 -0.064468 -46.375571 
rand_2482 2.591304 0.880000 1.028739 -5.790640 -1.067589 -28.076505 
rand_2483 2.490627 0.735256 1.136266 -1.084372 -0.011677 -18.025966 
rand_2484 1.583703 0.750000 0.502306 -1.465378 -0.026733 -47.696967 
rand_2485 2.301605 1.230000 4.434183 -7.276651 -2.011857 -58.727336 
rand_2486 5.968137 1.340000 0.698480 -2.291810 -0.089111 -39.503979 
rand_2487 4.330342 1.000000 1.465838 -3.323988 -0.245124 -36.009221 
rand_2488 4.957023 0.780000 3.614712 -1.810992 -0.047270 -50.833078 
rand_2489 1.277086 0.970000 1.202246 -3.932232 -0.383716 -44.688353 
rand_2490 2.820439 0.859612 1.273809 -3.273199 -0.236073 -41.789014 
rand_2491 1.700958 0.940000 4.921039 -5.286377 -0.848664 -10.526049 
rand_2492 3.137402 0.600000 2.489013 -4.492367 -0.549592 -44.448363 
rand_2493 0.863288 0.980000 1.356726 -1.404605 -0.023176 -14.680069 
rand_2494 4.457357 1.250847 0.949255 -2.470867 -0.109841 -36.129661 
rand_2495 3.019168 1.334642 9.249530 -1.482027 -0.027022 -30.379021 
rand_2496 2.144954 0.920000 14.497518 -3.785187 -0.342607 -22.023953 
rand_2497 1.861963 0.546011 4.926828 -1.069700 -0.011289 -30.374164 
rand_2498 1.372838 0.976345 3.233169 -2.560472 -0.119281 -22.247760 
rand_2499 4.396234 1.183832 1.461513 -1.351774 -0.021548 -11.167444 
rand_2500 2.158838 0.906959 0.766341 -0.822574 -0.005583 -26.260961 
rand_2501 2.046317 1.277849 5.091243 -2.910929 -0.172130 -46.038260 
rand_2502 2.626632 0.870000 1.103613 -3.980074 -0.393606 -49.246550 
rand_2503 2.263322 0.356586 1.564201 -3.092136 -0.199789 -19.226269 
rand_2504 3.100013 1.360000 1.990086 -2.988188 -0.181765 -13.057926 
rand_2505 3.390087 0.880000 3.688031 -0.960584 -0.008498 -35.906369 
rand_2506 1.248956 0.521870 2.492416 -0.595625 -0.002370 -15.253930 
rand_2507 4.077010 1.050000 9.670635 -5.084625 -0.769231 -42.637080 
rand_2508 1.938683 1.000000 2.106734 -3.534023 -0.290243 -42.102219 
rand_2509 2.859495 0.970572 0.599102 -1.750050 -0.043666 -29.716548 
rand_2510 2.715915 0.920000 2.319936 -7.189778 -1.984943 -37.861393 
rand_2511 2.611826 1.236795 2.542675 -0.984716 -0.009232 -38.760764 
rand_2512 4.671959 1.251611 23.894181 -3.186942 -0.219264 -15.276799 
rand_2513 5.296385 0.104043 0.810649 -2.298238 -0.089808 -35.359604 
rand_2514 2.995014 1.170000 0.872535 -4.887832 -0.688258 -31.486212 
rand_2515 3.191222 1.095042 1.067052 -1.530951 -0.029332 -17.231574 
rand_2516 2.442691 0.530000 3.762778 -4.868403 -0.671588 -21.605977 
rand_2517 2.904551 0.244168 2.704695 -1.626978 -0.034846 -32.739002 
rand_2518 3.595008 0.900000 0.516319 -2.423892 -0.102397 -39.558589 
rand_2519 3.834797 0.870199 58.415819 -2.732763 -0.140985 -38.869449 
rand_2520 3.429240 1.091412 8.080525 -1.642034 -0.035755 -42.005429 
rand_2521 4.407175 0.923525 10.304868 -3.144586 -0.209987 -32.552098 
rand_2522 3.581229 0.888063 0.667667 -1.046595 -0.010726 -16.045007 
rand_2523 2.713515 0.598394 0.412217 -2.770975 -0.147993 -14.054437 
rand_2524 1.987493 1.160000 12.367542 -0.341874 -0.000517 -36.912987 
rand_2525 1.106822 1.176745 2.614687 -1.875940 -0.051887 -36.547247 
rand_2526 1.860735 0.755008 1.140816 -2.778070 -0.149775 -28.206903 
rand_2527 2.500999 0.270000 2.209316 -6.492403 -1.491236 -23.402023 
rand_2528 6.262007 0.820000 3.826706 -1.887587 -0.052847 -47.024115 
rand_2529 5.570352 1.390000 0.308192 -3.226982 -0.227831 -32.829561 
rand_2530 6.009228 1.030524 2.853995 -1.275578 -0.017889 -43.338898 
rand_2531 3.518449 1.090000 8.730583 -3.435985 -0.264585 -10.779787 
rand_2532 1.212880 0.250000 3.813346 -1.376452 -0.022407 -12.589490 
rand_2533 2.123711 1.037339 4.218478 -0.578871 -0.002160 -16.585817 
rand_2534 1.971621 1.020000 3.845880 -1.552160 -0.030945 -24.396690 
rand_2535 1.631419 0.611799 0.827617 -3.316439 -0.238428 -25.060489 
rand_2536 4.248631 1.240000 1.589669 -2.153566 -0.076656 -34.465412 
rand_2537 9.513646 0.908680 8.852646 -0.480938 -0.001302 -27.802572 
rand_2538 1.243343 1.271035 0.900833 -1.556572 -0.031945 -37.172118 
rand_2539 2.795562 0.990000 1.779058 -2.331392 -0.094835 -17.620459 
rand_2540 2.162718 1.070000 1.059426 -1.771447 -0.044086 -25.238370 
rand_2541 2.328839 1.334444 0.698791 -0.819736 -0.005482 -33.559927 
rand_2542 3.660662 0.368167 9.825687 -1.495675 -0.028020 -37.906543 
rand_2543 3.497867 1.060000 27.435984 -5.529917 -0.970767 -23.038217 
rand_2544 3.042307 0.626346 4.068384 -0.380259 -0.000695 -31.379738 
rand_2545 1.458234 0.890000 5.511913 -5.483811 -0.934895 -19.348254 
rand_2546 2.970490 0.980000 1.558299 -0.931139 -0.007616 -17.679112 
rand_2547 5.413429 1.301235 1.785326 -0.671312 -0.003227 -38.020768 
rand_2548 1.724887 0.770000 1.152754 -5.269000 -0.850841 -28.852143 
rand_2549 2.039958 1.049271 2.761401 -3.186703 -0.225408 -14.426316 
rand_2550 3.927322 1.030000 0.232068 -3.363018 -0.249339 -31.727725 
rand_2551 5.993914 0.780000 2.758442 -4.215747 -0.460990 -35.970286 
rand_2552 4.383230 1.370000 1.487762 -2.656483 -0.133402 -43.465636 
rand_2553 4.380737 1.130000 3.616105 -3.836518 -0.353865 -39.025407 
rand_2554 3.269848 0.970000 2.468905 -4.562031 -0.567154 -51.282399 
rand_2555 5.677007 0.990000 2.954852 -6.508843 -1.477768 -45.404658 
rand_2556 2.080364 0.400000 0.965974 -5.101197 -0.775550 -51.558173 
rand_2557 3.902463 0.910000 1.865853 -2.429507 -0.101491 -20.652462 
rand_2558 2.015410 0.990000 0.401734 -1.435118 -0.024542 -25.029163 
rand_2559 1.678885 0.900000 1.389490 -5.219875 -0.811573 -20.543691 
rand_2560 2.035365 0.960000 0.590185 -3.411639 -0.261629 -23.375884 
rand_2561 3.106068 1.214824 2.567541 -1.836208 -0.049916 -40.896228 
rand_2562 3.741651 1.226083 8.947922 -1.223919 -0.016578 -41.425131 
rand_2563 1.575323 1.050000 0.477818 -1.403513 -0.023497 -37.035794 
rand_2564 2.314339 0.840000 2.477080 -7.469748 -2.166911 -49.121711 
rand_2565 4.172094 0.940000 1.655302 -3.839858 -0.355114 -14.025581 
rand_2566 2.192204 0.960000 1.680545 -2.014737 -0.062124 -17.861866 
rand_2567 1.939649 0.910000 5.327370 -5.184240 -0.804690 -16.889342 
rand_2568 3.209504 0.870000 3.350851 -3.546917 -0.292057 -14.673238 
rand_2569 3.188729 0.259244 7.783458 -2.728892 -0.142003 -14.084396 
rand_2570 2.985371 0.790000 0.877137 -4.247467 -0.465132 -51.223635 
rand_2571 3.259995 0.920000 6.550008 -1.363686 -0.021810 -24.468051 
rand_2572 2.694489 1.290560 6.758369 -4.077132 -0.416067 -45.862254 
rand_2573 1.620350 0.448634 1.551749 -2.056360 -0.066273 -49.993065 
rand_2574 4.586613 1.020000 4.723847 -1.730984 -0.042044 -50.085720 
rand_2575 2.592965 1.019159 1.306282 -0.541157 -0.001819 -15.994753 
rand_2576 4.637846 0.880000 3.493277 -1.160371 -0.014310 -48.655301 
rand_2577 4.618246 0.777448 1.344108 -1.642087 -0.036025 -26.595459 
rand_2578 2.277289 0.790000 1.525110 -2.667307 -0.130548 -42.128938 
rand_2579 2.532898 1.210000 23.721923 -2.784634 -0.149559 -26.148115 
rand_2580 5.394231 1.043532 2.093581 -1.185752 -0.015200 -40.774184 
rand_2581 2.989564 0.447980 3.669234 -2.198598 -0.079883 -27.284076 
rand_2582 2.040121 0.920000 11.024521 -3.779439 -0.342482 -14.618206 
rand_2583 1.939503 0.900000 19.472610 -9.298898 -3.913410 -45.321163 
rand_2584 1.845557 1.090000 2.295435 -2.719645 -0.139255 -43.243341 
rand_2585 7.979119 0.390309 0.176836 -2.196850 -0.079682 -41.934681 
rand_2586 2.020687 0.980000 4.834855 -3.308579 -0.241505 -48.776010 
rand_2587 2.628997 0.951701 1.851831 -2.222366 -0.081245 -33.855906 
rand_2588 5.495371 0.890000 5.456534 -5.090745 -0.760951 -20.950625 
rand_2589 1.209824 0.979616 1.008143 -3.538048 -0.288501 -26.282177 
rand_2590 2.478812 0.630000 0.591347 -1.184444 -0.015179 -32.535843 
rand_2591 0.845267 0.864934 5.421985 -2.080685 -0.067489 -28.642724 
rand_2592 0.776383 1.160000 4.110687 -4.244474 -0.466884 -27.183504 
rand_2593 3.064158 0.790000 1.229644 -1.755989 -0.043088 -52.417746 
rand_2594 5.258902 0.675800 2.807400 -0.356914 -0.000586 -22.860978 
rand_2595 2.376070 0.940000 5.903222 -4.520677 -0.557089 -39.477991 
rand_2596 2.609970 0.487214 0.837579 -1.341291 -0.020684 -33.367533 
rand_2597 9.627233 0.473022 3.016017 -0.921510 -0.007605 -31.448976 
rand_2598 2.224084 1.190000 1.905368 -1.945102 -0.055989 -58.649256 
rand_2599 1.315876 0.740000 0.880109 -3.349210 -0.245338 -38.893617 
rand_2600 6.426868 0.845636 1.839005 -2.083372 -0.067934 -13.241436 
rand_2601 2.586957 0.393009 0.233885 -1.609068 -0.033943 -27.826449 
rand_2602 7.283071 1.060000 1.578591 -2.087753 -0.069135 -10.867153 
rand_2603 1.844038 0.880000 1.191524 -2.161650 -0.075635 -44.770069 
rand_2604 2.458498 1.390766 1.487833 -2.738376 -0.144519 -23.673967 
rand_2605 3.742106 0.577624 1.201481 -1.763538 -0.044388 -29.397817 
rand_2606 1.962802 1.220000 1.899307 -6.124816 -1.276998 -46.628876 
rand_2607 2.456044 1.010000 3.043160 -5.161513 -0.790286 -51.480542 
rand_2608 1.694822 0.718904 2.075938 -2.974569 -0.181612 -41.521940 
rand_2609 2.033719 1.060000 0.330853 -1.326321 -0.020206 -55.241557 
rand_2610 2.266607 1.090000 4.084802 -3.098622 -0.204243 -57.174410 
rand_2611 2.839253 1.140000 3.806296 -1.516259 -0.029464 -48.016487 
rand_2612 2.750368 0.256843 7.117860 -1.357966 -0.021828 -36.958806 
rand_2613 2.527053 0.503934 12.574928 -2.427270 -0.105363 -10.387934 
rand_2614 1.655451 0.778447 1.892052 -3.242906 -0.225222 -45.963893 
rand_2615 1.749594 0.510000 1.734283 -2.111662 -0.072104 -17.144218 
rand_2616 2.402469 1.170000 1.993511 -4.105366 -0.432937 -39.798892 
rand_2617 2.664988 1.099088 2.440361 -2.131297 -0.073024 -39.673762 
rand_2618 4.555023 0.997691 1.491702 -1.296093 -0.019046 -40.899471 
rand_2619 3.345000 0.978717 3.130947 -1.997118 -0.060939 -44.572150 
rand_2620 4.911297 0.212854 1.706451 -3.354629 -0.250151 -38.574894 
rand_2621 2.752576 1.290000 2.018182 -9.361562 -3.987097 -52.022171 
rand_2622 1.662298 0.361019 2.478737 -1.686848 -0.038324 -46.999981 
rand_2623 2.503728 1.250000 1.304355 -5.047248 -0.743841 -31.109855 
rand_2624 2.997682 0.990000 0.858144 -7.172511 -1.940964 -40.274454 
rand_2625 4.319240 0.850000 9.428873 -1.294920 -0.018965 -39.980191 
rand_2626 2.980029 0.663696 2.460098 -2.860709 -0.159195 -41.586748 
rand_2627 3.706163 0.420551 34.658393 -2.675697 -0.136822 -27.753498 
rand_2628 2.044985 1.131999 23.753301 -1.422088 -0.024707 -26.882997 
rand_2629 2.231561 0.285114 12.959540 -2.123750 -0.071950 -27.932197 
rand_2630 8.394553 1.000000 0.335903 -2.304946 -0.089854 -43.270284 
rand_2631 3.556448 0.942422 4.919451 -1.552798 -0.030951 -23.245864 
rand_2632 1.510673 0.970000 1.121750 -5.305463 -0.858391 -29.632189 
rand_2633 3.992558 0.960000 0.192147 -2.346119 -0.096143 -43.301825 
rand_2634 2.150511 1.164769 0.352683 -2.422931 -0.101770 -14.474682 
rand_2635 3.484116 0.299033 2.751583 -1.102816 -0.012325 -16.935861 
rand_2636 6.045086 1.040000 5.139068 -3.002335 -0.185117 -53.313710 
rand_2637 3.149230 0.681640 2.857910 -2.521731 -0.115670 -10.903223 
rand_2638 1.051756 0.952629 3.964977 -1.337344 -0.020718 -48.902626 
rand_2639 2.457547 0.474797 1.716133 -0.972294 -0.008782 -31.317386 
rand_2640 1.975387 1.200531 2.059521 -3.374345 -0.250115 -33.728710 
rand_2641 2.807969 0.820000 1.003090 -4.479847 -0.540289 -22.728789 
rand_2642 7.446210 0.461146 8.782250 -0.492459 -0.001410 -10.307063 
rand_2643 2.255593 0.880000 4.174436 -8.996909 -3.535366 -26.424976 
rand_2644 2.285901 0.790000 29.464575 -6.895763 -1.732872 -55.933198 
rand_2645 4.525688 1.281945 0.115812 -1.712977 -0.040020 -42.571071 
rand_2646 8.102144 0.859533 7.284385 -2.432991 -0.104379 -34.297559 
rand_2647 2.280316 0.910000 7.803677 -5.619031 -0.991554 -18.849630 
rand_2648 3.146280 0.860000 7.586234 -1.312837 -0.019980 -33.149894 
rand_2649 0.813140 0.340933 3.822928 -2.774409 -0.150839 -39.357726 
rand_2650 2.053645 0.970000 0.991165 -5.002712 -0.739059 -36.280703 
rand_2651 1.170727 1.110000 32.615982 -5.190426 -0.804379 -16.832381 
rand_2652 2.028652 1.276989 1.630279 -0.745955 -0.004203 -17.450474 
rand_2653 3.651699 1.010000 4.848044 -1.841278 -0.049382 -11.404377 
rand_2654 1.780641 1.070000 15.917153 -6.713164 -1.605698 -16.227487 
rand_2655 3.920324 1.260000 0.418621 -4.824063 -0.660114 -57.730869 
rand_2656 2.687195 1.158846 4.381459 -2.308409 -0.091791 -45.179865 
rand_2657 2.368371 1.048073 2.859708 -3.383926 -0.257752 -45.119251 
rand_2658 6.326623 0.910000 1.385305 -3.609389 -0.302080 -18.704043 
rand_2659 1.894067 0.612987 13.172046 -1.005150 -0.009815 -34.427140 
rand_2660 2.278627 1.260759 1.289517 -0.792814 -0.005012 -41.435305 
rand_2661 7.383266 0.909325 1.896012 -2.327441 -0.090668 -35.568214 
rand_2662 3.469034 0.462802 3.761534 -1.899849 -0.052667 -27.899095 
rand_2663 2.391865 0.532179 5.175072 -3.440019 -0.264645 -14.479293 
rand_2664 8.610026 0.766795 1.774357 -3.330636 -0.241342 -16.572745 
rand_2665 4.219919 0.254473 0.879935 -1.579666 -0.032422 -12.325589 
rand_2666 1.015291 1.182047 0.997188 -1.928640 -0.056664 -27.189280 
rand_2667 3.385366 0.968191 0.420306 -0.232757 -0.000185 -15.863179 
rand_2668 2.362016 0.880000 8.017974 -9.555828 -4.258998 -10.886007 
rand_2669 2.803476 1.366274 1.367162 -1.618625 -0.034368 -27.794510 
rand_2670 2.050067 1.280000 0.876539 -7.942953 -2.524657 -52.498915 
rand_2671 4.312647 0.951346 2.447356 -2.726096 -0.141669 -45.075718 
rand_2672 2.258027 0.530000 4.492103 -1.396547 -0.023466 -56.485890 
rand_2673 0.826115 1.230000 1.266922 -3.740244 -0.329926 -30.202461 
rand_2674 2.756693 1.080000 0.654321 -1.377690 -0.022170 -29.760305 
rand_2675 0.662728 0.929409 1.168158 -3.802465 -0.350623 -17.958607 
rand_2676 2.426654 1.050000 1.303852 -1.651986 -0.036293 -52.944652 
rand_2677 3.018241 0.740000 0.342674 -7.202908 -1.986320 -57.956850 
rand_2678 1.315890 1.259377 1.177983 -2.624481 -0.128743 -47.634167 
rand_2679 1.493280 0.690000 0.544016 -4.927953 -0.699539 -24.153799 
rand_2680 2.675311 0.920000 9.914787 -1.160797 -0.014273 -49.273821 
rand_2681 1.480045 1.120000 1.733647 -2.090232 -0.068082 -11.860302 
rand_2682 1.144403 0.293583 1.735158 -1.277303 -0.018319 -24.551038 
rand_2683 4.313747 1.199414 1.574009 -0.811102 -0.005419 -38.376773 
rand_2684 3.205711 1.125177 7.429601 -3.519060 -0.280890 -23.298650 
rand_2685 5.496184 0.884663 4.949765 -0.726303 -0.004019 -39.566828 
rand_2686 3.716284 0.560000 3.194067 -4.177841 -0.451492 -22.079671 
rand_2687 2.188491 0.550021 5.631580 -3.115268 -0.202202 -33.593338 
